-1.62658985693687,-1.58027478701736,-1.65817081710671,-1.73283162393491,-1.8291289613579,-1.94700809604316,-1.73337813237682,-1.8925819226241,-1.69982544248492,-1.63273323831279,-1.61477315856539,-1.56891517224507,-1.71219434857033,-1.53676283638605,-1.72986446507962,-1.28974392381921,-1.64887699207053,-1.37735324973233,-1.65743221182492,-1.83129871741762,-1.83802620533499,-1.52031580909478,-1.68774228090141,-1.15694370689812,-1.90899321522153,-1.93451303366334,-1.80564477574778,-1.57132675729804,-1.52128944720086,1
-1.46614391881697,-1.46178409528619,-1.56952277209446,-1.53777838720446,-1.68776397646151,-1.78711391450114,-1.83838558857402,-1.86275577449987,-1.68220109024382,-1.71211113879785,-1.6041282646876,-1.65582040884082,-1.51407594617858,-1.6665254296549,-1.69805409289835,-1.43131858242251,-1.77152553633646,-1.43860089848772,-1.68138935982354,-1.89609136174736,-1.90543936525176,-1.45215739118095,-1.53797972135041,-1.35465957116547,-1.78159752001383,-2.00225277976228,-1.85771593796327,-1.63223107043656,-1.44302274558377,1
-1.54192854841442,-1.51119235107379,-1.69367912194213,-1.66474691457956,-1.59828273147635,-1.93581979472962,-1.77976878776307,-1.89275383587177,-1.68710974340317,-1.77787338191173,-1.5070524136999,-1.54463119520047,-1.49904059716235,-1.75806849887266,-1.6033264891965,-1.49126717157025,-1.77851898867642,-1.54313576050386,-1.72051724596203,-1.96473586383192,-1.8869380722459,-1.71660190789981,-1.9515972376991,-1.4289522476118,-1.85329435094085,-1.98679585467651,-1.84833838655619,-1.71249329117006,-1.6194078576822,1
-1.54546339655535,-1.5612947564247,-1.72038644008026,-1.59086915954635,-1.64580581739169,-1.85794625810019,-1.8021396622467,-1.77982129062487,-1.59816243506882,-1.88004222588275,-1.44858048735643,-1.7509570351439,-1.31236331979748,-1.86162516025522,-1.55174156250853,-1.53441688472534,-1.68503386172583,-1.52214564131084,-1.72897263935431,-1.91446621576801,-1.90455830202456,-1.77220889467384,-1.89270875507784,-1.23430261001753,-1.78391101518156,-2.02714705914289,-1.85777352668716,-1.69588977024547,-1.5165541505146,1
-1.53852099137594,-1.62640453966208,-1.68401014196399,-1.5294813959131,-1.73305792858863,-1.83484194081582,-1.79774071396291,-1.89817010068949,-1.6685216091453,-1.89909281122045,-1.40445622500171,-1.62646159476444,-1.45849190299475,-1.84657117797385,-1.41572868805281,-1.42788142275677,-1.66336083827364,-1.43238830140911,-1.70419293547783,-1.88701921452997,-1.77631893279656,-1.58589500197069,-1.67250982851568,-1.25718876541576,-1.81356471954499,-2.00411096181467,-1.86176537009372,-1.69150450230693,-1.4780964584505,1
-1.50282072628989,-1.53499359401118,-1.59563499882929,-1.46162716722218,-1.72010494127958,-1.86369647640736,-1.82675930236844,-1.83253308601117,-1.53193844195913,-1.62053046818838,-1.49936818724348,-1.34673454991797,-1.43368371904696,-1.73946977641056,-1.84466952957571,-1.48327055092291,-1.51591644642115,-1.67138433143434,-1.70037415089737,-1.88113708024639,-1.86936144832358,-1.72912551098337,-1.87141811103896,-1.28929386642631,-1.81757310325474,-2.00649630598302,-1.87798066676959,-1.73508852989982,-1.48856658005983,1
-1.54426566093262,-1.62564462469492,-1.64967464901555,-1.71109328050832,-1.84299956147428,-1.98315119350962,-1.76998989305272,-1.93032935909108,-1.72444610382996,-1.67428530854552,-1.55912483976405,-1.54964003462484,-1.64421427997394,-1.61514529241882,-1.76401009005003,-1.37838029907798,-1.7328289718564,-1.37354263700942,-1.69598130728483,-1.91140577657613,-1.9210461967875,-1.48058695965264,-1.5609842768498,-1.26300408114578,-1.74162234168152,-1.95295608428789,-1.84313502778772,-1.69458523186046,-1.51786108788518,1
-1.5103846034497,-1.59606566677366,-1.66389895495149,-1.53998233380445,-1.6886602859462,-1.89547736228764,-1.78458501517992,-1.91323975027343,-1.61973929713462,-1.78100803802534,-1.58268594361503,-1.56625401891085,-1.47327580869571,-1.8603214842424,-1.57460164612994,-1.45504884654436,-1.77148609575977,-1.48694667685951,-1.733535904693,-1.97139560888521,-1.92058613586386,-1.70187730410206,-1.81273202105337,-1.49531574712815,-1.77075984639672,-2.00021237825434,-1.84480620479044,-1.76517607570756,-1.55665598832419,1
-1.47226962785467,-1.39178608754649,-1.59287563078023,-1.43557703339595,-1.70246397798482,-1.8398835289312,-1.81253955222369,-1.81434806014838,-1.6092467802105,-1.86995651594911,-1.42287772600439,-1.68424387511822,-1.35942990662348,-1.87706038851,-1.36917174085531,-1.39759080237205,-1.66951401326981,-1.32832250676564,-1.70773455601502,-1.87050608531091,-1.79741783248132,-1.63456567833179,-1.49223226616264,-1.25023585822056,-1.8196321268856,-1.98501111698078,-1.86852125104057,-1.61819335507489,-1.26049344514882,1
-1.40494712797475,-1.42109810421589,-1.60606975893537,-1.62058867530728,-1.58923265446991,-1.90219746148665,-1.75421161540839,-1.92049836613376,-1.72760146040067,-1.75977223053822,-1.63252932488451,-1.56181849115403,-1.61044554227445,-1.72876836717136,-1.69332063652326,-1.48915445629311,-1.78873710482523,-1.6361331137338,-1.78791019053363,-1.99698137523856,-1.89264628159674,-1.74629937614366,-1.91887045187252,-1.26181927880159,-1.86890321582182,-1.91099108691638,-1.90970881539761,-1.67381013432716,-1.42414883309406,1
